sysid,sum_min,num_trip,pct_ttl_num_trips,yroverchange,year,assigned_month
3,0,0,0,0,2020,1
3,14919860.37,1274230,0.600792016,0.28624741,2020,1
1,1705155.9,131649,0.062071736,0.827722167,2020,1
1,0,0,0,0,2020,1
1,0,0,0,0,2020,1
9999,0,0,0,0,2020,2
9999,169922.0333,22283,0.011727364,0.201110392,2020,2
9999,0,0,0,0,2020,2
74,92676.58333,6503,0.049281579,0.177226647,2020,2
74,38034.33333,2559,0.005681629,-0.011969112,2020,2
74,92230.56667,5212,0.002743034,0.25863318,2020,2
73,19843,693,0.005251751,3,2020,2
73,391461,28365,0.014928272,0.595152401,2020,2
73,3943,264,0.000586147,5.6,2020,2
60,1612268.55,133819,0.070427865,0.343469836,2020,2
60,0,0,0,0,2020,2
60,0,0,0,0,2020,2
58,11886.65,774,0.00040735,-0.157780196,2020,2
58,0,0,0,0,2020,2
58,0,0,0,0,2020,2
56,0,0,0,0,2020,2
56,2137639.267,171436,0.09022539,0.068097143,2020,2
56,0,0,0,0,2020,2
54,0,0,0,0,2020,2
54,0,0,0,0,2020,2
54,67210,2537,0.001335203,0.61901723,2020,2
53,0,0,0,0,2020,2
53,125020,5533,0.002911973,-0.457867921,2020,2
53,0,0,0,0,2020,2
43,550651,37923,0.01995857,0.325886302,2020,2
43,0,0,0,0,2020,2
43,0,0,0,0,2020,2
4,2995527.933,250388,0.131777193,-0.324287418,2020,2
4,5739956.167,447576,0.993732224,,2020,2
4,1514064.067,124760,0.945466671,,2020,2
29,46900,2968,0.001562035,0.549060543,2020,2
29,0,0,0,0,2020,2
29,0,0,0,0,2020,2
25,0,0,0,0,2020,2
25,0,0,0,0,2020,2
25,0,0,0,0,2020,2
3,0,0,0,0,2020,2
3,0,0,0,0,2020,2
3,12832732.95,1109465,0.583902518,0.176048142,2020,2
1,0,0,0,0,2020,2
1,0,0,0,0,2020,2
1,1621530.583,129383,0.068093234,0.611666812,2020,2
9999,207768.35,16978,0.01006418,-0.233706445,2020,3
9999,0,0,0,0,2020,3
9999,0,0,0,0,2020,3
9999,50847.93333,2572,,,2020,3
9999,0,0,0,0,2020,3
9999,156920.4167,14406,,,2020,3
9999,0,0,0,0,2020,3
9999,0,0,0,0,2020,3
9999,0,0,0,0,2020,3
74,29182.31667,1673,0.016477239,-0.590452876,2020,3
74,64559.25,4083,0.051874627,-0.578115313,2020,3
74,90563.9,3974,0.002355699,-0.584743992,2020,3
73,2221,75,,,2020,3
73,192040,13842,,,2020,3
73,11066,410,0.005209061,-0.088888889,2020,3
73,456,30,,,2020,3
73,8845,335,,,2020,3
73,2580,189,0.001861445,-0.273076923,2020,3
73,2124,159,,,2020,3
73,94514,5124,,,2020,3
73,286554,18966,0.011242622,-0.042217958,2020,3
60,0,0,0,0,2020,3
60,0,0,0,0,2020,3
60,2097710.983,132789,0.07871436,-0.140546523,2020,3
60,1743257.967,115717,,,2020,3
60,0,0,0,0,2020,3
60,0,0,0,0,2020,3
60,0,0,0,0,2020,3
60,354453.0167,17072,,,2020,3
60,0,0,0,0,2020,3
58,24799.36667,1050,,,2020,3
58,0,0,0,0,2020,3
58,0,0,0,0,2020,3
58,0,0,0,0,2020,3
58,0,0,0,0,2020,3
58,0,0,0,0,2020,3
58,14760.8,412,,,2020,3
58,39560.16667,1462,0.000866641,-0.050649351,2020,3
58,0,0,0,0,2020,3
56,0,0,0,0,2020,3
56,0,0,0,0,2020,3
56,2511919.2,152560,,,2020,3
56,0,0,0,0,2020,3
56,2511919.2,152560,0.090434168,-0.347521128,2020,3
56,0,0,0,0,2020,3
56,0,0,0,0,2020,3
56,0,0,0,0,2020,3
56,0,0,0,0,2020,3
54,0,0,0,0,2020,3
54,163472,5077,0.003009532,-0.036622391,2020,3
54,0,0,0,0,2020,3
54,0,0,0,0,2020,3
54,0,0,0,0,2020,3
54,0,0,0,0,2020,3
54,0,0,0,0,2020,3
54,0,0,0,0,2020,3
54,163472,5077,,,2020,3
53,0,0,0,0,2020,3
53,0,0,0,0,2020,3
53,0,0,0,0,2020,3
53,0,0,0,0,2020,3
53,145775,6336,0.00375584,-0.559050734,2020,3
53,0,0,0,0,2020,3
53,0,0,0,0,2020,3
53,0,0,0,0,2020,3
53,145775,6336,,,2020,3
43,680400,39302,,,2020,3
43,0,0,0,0,2020,3
43,680400,39302,0.02329735,0.065903667,2020,3
43,0,0,0,0,2020,3
43,0,0,0,0,2020,3
43,0,0,0,0,2020,3
43,0,0,0,0,2020,3
43,0,0,0,0,2020,3
43,0,0,0,0,2020,3
4,1002036.167,74216,0.942916312,,2020,3
4,210077,13278,,,2020,3
4,1112055.9,86394,,,2020,3
4,830562.3,64688,,,2020,3
4,1878247.067,153216,,,2020,3
4,171473.8667,9528,,,2020,3
4,2335030.833,176892,0.104857636,-0.625255808,2020,3
4,1322132.9,99672,0.981661315,,2020,3
4,456783.7667,23676,,,2020,3
29,0,0,0,0,2020,3
29,0,0,0,0,2020,3
29,0,0,0,0,2020,3
29,92077,3419,0.002026707,0.048451395,2020,3
29,0,0,0,0,2020,3
29,0,0,0,0,2020,3
29,0,0,0,0,2020,3
29,92077,3419,,,2020,3
29,0,0,0,0,2020,3
25,0,0,0,0,2020,3
25,0,0,0,0,2020,3
25,0,0,0,0,2020,3
25,0,0,0,0,2020,3
25,0,0,0,0,2020,3
25,0,0,0,0,2020,3
25,0,0,0,0,2020,3
25,0,0,0,0,2020,3
25,0,0,0,0,2020,3
3,0,0,0,0,2020,3
3,13420826.97,911480,,,2020,3
3,15556153.12,1024956,0.607571076,-0.175879656,2020,3
3,0,0,0,0,2020,3
3,0,0,0,0,2020,3
3,0,0,0,0,2020,3
3,0,0,0,0,2020,3
3,0,0,0,0,2020,3
3,2135326.15,113476,,,2020,3
1,0,0,0,0,2020,3
1,1684919.217,104262,0.06180419,0.097575611,2020,3
1,0,0,0,0,2020,3
1,0,0,0,0,2020,3
1,0,0,0,0,2020,3
1,0,0,0,0,2020,3
1,0,0,0,0,2020,3
1,208463.3167,8460,,,2020,3
1,1476455.9,95802,,,2020,3
9999,0,0,0,0,2020,4
9999,0,0,0,0,2020,4
9999,199968,10094,,,2020,4
9999,0,0,0,0,2020,4
9999,0,0,0,0,2020,4
9999,36748.73333,1220,,,2020,4
9999,236716.7333,11314,0.008988518,-0.703837495,2020,4
9999,0,0,0,0,2020,4
9999,0,0,0,0,2020,4
74,25943.16667,1111,0.020604982,-0.838587825,2020,4
74,165209.0667,4287,0.003405849,-0.669366034,2020,4
74,65122.01667,2751,0.061003193,-0.806825363,2020,4
73,421486,22248,,,2020,4
73,0,0,0,0,2020,4
73,908,54,0.001001502,-0.720207254,2020,4
73,0,0,0,0,2020,4
73,6576,203,0.004501508,-0.654761905,2020,4
73,421486,22248,0.017675141,-0.018398412,2020,4
73,908,54,,,2020,4
73,6576,203,,,2020,4
73,0,0,0,0,2020,4
60,0,0,0,0,2020,4
60,415284.4667,15697,,,2020,4
60,0,0,0,0,2020,4
60,0,0,0,0,2020,4
60,1813672.05,87376,,,2020,4
60,2228956.517,103073,0.08188735,-0.659050914,2020,4
60,0,0,0,0,2020,4
60,0,0,0,0,2020,4
60,0,0,0,0,2020,4
58,97218.86667,2530,0.002009983,-0.335085414,2020,4
58,24570.26667,633,,,2020,4
58,0,0,0,0,2020,4
58,0,0,0,0,2020,4
58,0,0,0,0,2020,4
58,0,0,0,0,2020,4
58,0,0,0,0,2020,4
58,72648.6,1897,,,2020,4
58,0,0,0,0,2020,4
56,0,0,0,0,2020,4
56,0,0,0,0,2020,4
56,1928688.033,83578,,,2020,4
56,0,0,0,0,2020,4
56,0,0,0,0,2020,4
56,2119868.05,91984,0.073077586,-0.766918455,2020,4
56,0,0,0,0,2020,4
56,0,0,0,0,2020,4
56,191180.0167,8406,,,2020,4
54,0,0,0,0,2020,4
54,0,0,0,0,2020,4
54,87390,2466,,,2020,4
54,41340,1169,,,2020,4
54,0,0,0,0,2020,4
54,0,0,0,0,2020,4
54,0,0,0,0,2020,4
54,128730,3635,0.002887861,-0.488172346,2020,4
54,0,0,0,0,2020,4
53,23229,602,,,2020,4
53,0,0,0,0,2020,4
53,0,0,0,0,2020,4
53,0,0,0,0,2020,4
53,200190,5910,0.004695257,-0.597630719,2020,4
53,0,0,0,0,2020,4
53,0,0,0,0,2020,4
53,176961,5308,,,2020,4
53,0,0,0,0,2020,4
43,0,0,0,0,2020,4
43,0,0,0,0,2020,4
43,136456,4969,,,2020,4
43,850724,37427,,,2020,4
43,0,0,0,0,2020,4
43,987180,42396,0.033681916,-0.397321809,2020,4
43,0,0,0,0,2020,4
43,0,0,0,0,2020,4
43,0,0,0,0,2020,4
4,0,0,0,0,2020,4
4,911663.5667,52754,0.978393516,,2020,4
4,0,0,0,0,2020,4
4,911663.5667,52754,,,2020,4
4,807328.1667,42142,0.934495299,,2020,4
4,807328.1667,42142,,,2020,4
4,2025140.567,99652,0.079169504,-0.81594734,2020,4
4,2025140.567,99652,,,2020,4
4,0,0,0,0,2020,4
29,0,0,0,0,2020,4
29,25396,505,,,2020,4
29,0,0,0,0,2020,4
29,200775,4601,0.003655309,-0.391723956,2020,4
29,0,0,0,0,2020,4
29,0,0,0,0,2020,4
29,175379,4096,,,2020,4
29,0,0,0,0,2020,4
29,0,0,0,0,2020,4
25,0,0,0,0,2020,4
25,0,0,0,0,2020,4
25,0,0,0,0,2020,4
25,0,0,0,0,2020,4
25,0,0,0,0,2020,4
25,0,0,0,0,2020,4
25,0,0,0,0,2020,4
25,0,0,0,0,2020,4
25,0,0,0,0,2020,4
3,0,0,0,0,2020,4
3,0,0,0,0,2020,4
3,16375306.48,812592,,,2020,4
3,16375306.48,812592,0.645571642,-0.601545583,2020,4
3,0,0,0,0,2020,4
3,0,0,0,0,2020,4
3,0,0,0,0,2020,4
3,0,0,0,0,2020,4
3,0,0,0,0,2020,4
1,0,0,0,0,2020,4
1,0,0,0,0,2020,4
1,0,0,0,0,2020,4
1,0,0,0,0,2020,4
1,1372960.05,54495,,,2020,4
1,0,0,0,0,2020,4
1,0,0,0,0,2020,4
1,0,0,0,0,2020,4
1,1372960.05,54495,0.043294084,-0.716205871,2020,4
9999,0,0,0,0,2020,5
9999,0,0,0,0,2020,5
9999,0,0,0,0,2020,5
9999,557114.0167,21034,,,2020,5
9999,0,0,0,0,2020,5
9999,0,0,0,0,2020,5
9999,557114.0167,21034,0.010574584,-0.352281825,2020,5
9999,0,0,0,0,2020,5
9999,0,0,0,0,2020,5
74,203789.45,5315,0.002672051,-0.614408009,2020,5
74,75018.8,3135,0.055610743,-0.786879674,2020,5
74,27354.96667,1106,0.01725779,-0.851503759,2020,5
73,3060,148,0.002309361,-0.471428571,2020,5
73,435244,18402,,,2020,5
73,514871,22160,0.011140666,0.230495863,2020,5
73,12042,336,0.005960194,-0.428571429,2020,5
73,212,8,,,2020,5
73,2848,140,,,2020,5
73,1083,37,,,2020,5
73,10959,299,,,2020,5
73,79627,3758,,,2020,5
60,0,0,0,0,2020,5
60,4283467.033,175688,,,2020,5
60,4283467.033,175688,0.088324974,-0.480657071,2020,5
60,0,0,0,0,2020,5
60,0,0,0,0,2020,5
60,0,0,0,0,2020,5
60,0,0,0,0,2020,5
60,0,0,0,0,2020,5
60,0,0,0,0,2020,5
58,0,0,0,0,2020,5
58,0,0,0,0,2020,5
58,221450.4833,5572,,,2020,5
58,0,0,0,0,2020,5
58,221450.4833,5572,0.002801254,0.117304993,2020,5
58,0,0,0,0,2020,5
58,0,0,0,0,2020,5
58,0,0,0,0,2020,5
58,0,0,0,0,2020,5
56,3133492.15,122240,0.061454651,-0.593310111,2020,5
56,404945.0333,15208,,,2020,5
56,0,0,0,0,2020,5
56,0,0,0,0,2020,5
56,0,0,0,0,2020,5
56,0,0,0,0,2020,5
56,0,0,0,0,2020,5
56,2728547.117,107032,,,2020,5
56,0,0,0,0,2020,5
54,331849,9004,0.00452665,0.645167184,2020,5
54,0,0,0,0,2020,5
54,0,0,0,0,2020,5
54,0,0,0,0,2020,5
54,331849,9004,,,2020,5
54,0,0,0,0,2020,5
54,0,0,0,0,2020,5
54,0,0,0,0,2020,5
54,0,0,0,0,2020,5
53,0,0,0,0,2020,5
53,0,0,0,0,2020,5
53,0,0,0,0,2020,5
53,275422,8068,0.004056087,-0.108015478,2020,5
53,0,0,0,0,2020,5
53,0,0,0,0,2020,5
53,0,0,0,0,2020,5
53,275422,8068,,,2020,5
53,0,0,0,0,2020,5
43,0,0,0,0,2020,5
43,0,0,0,0,2020,5
43,1776588,69341,0.034860332,0.106128765,2020,5
43,0,0,0,0,2020,5
43,0,0,0,0,2020,5
43,1776588,69341,,,2020,5
43,0,0,0,0,2020,5
43,0,0,0,0,2020,5
43,0,0,0,0,2020,5
4,158965.4667,7876,,,2020,5
4,2588776.367,121222,0.060942864,-0.618875446,2020,5
4,182987.6,9752,,,2020,5
4,1144704.533,52868,0.937808209,,2020,5
4,1049770.033,53058,,,2020,5
4,2193053.733,102254,,,2020,5
4,1232757.633,62810,0.980073962,,2020,5
4,985739.0667,44992,,,2020,5
4,395722.6333,18968,,,2020,5
29,0,0,0,0,2020,5
29,0,0,0,0,2020,5
29,376805,7729,,,2020,5
29,0,0,0,0,2020,5
29,0,0,0,0,2020,5
29,376805,7729,0.003885659,-0.140744858,2020,5
29,0,0,0,0,2020,5
29,0,0,0,0,2020,5
29,0,0,0,0,2020,5
25,0,0,0,0,2020,5
25,734473.2833,21175,0.01064547,-0.408040032,2020,5
25,0,0,0,0,2020,5
25,309.9333333,23,0.000358887,-0.995128151,2020,5
25,0,0,0,0,2020,5
25,0,0,0,0,2020,5
25,0,0,0,0,2020,5
25,0,0,0,0,2020,5
25,1289.5,35,0.000620854,,2020,5
3,0,0,0,0,2020,5
3,27571440.73,1293886,0.650485217,-0.259366067,2020,5
3,0,0,0,0,2020,5
3,0,0,0,0,2020,5
3,0,0,0,0,2020,5
3,7130146.683,347011,,,2020,5
3,0,0,0,0,2020,5
3,0,0,0,0,2020,5
3,20441294.05,946875,,,2020,5
1,1282439.2,46870,,,2020,5
1,0,0,0,0,2020,5
1,0,0,0,0,2020,5
1,0,0,0,0,2020,5
1,0,0,0,0,2020,5
1,0,0,0,0,2020,5
1,1593976.933,59805,,,2020,5
1,2876416.133,106675,0.05362954,-0.478537804,2020,5
1,0,0,0,0,2020,5
9999,831316.9167,33655,0.012210985,-0.078298735,2020,6
9999,0,0,0,0,2020,6
9999,0,0,0,0,2020,6
74,86511.35,3996,0.053892216,-0.713219463,2020,6
74,35889.08333,1580,0.020383415,-0.744088111,2020,6
74,171430.5167,5415,0.001964715,-0.623618545,2020,6
73,15413,460,0.006203809,-0.331395349,2020,6
73,369446,16473,0.00597687,-0.388598152,2020,6
73,4082,300,0.003870269,0.435406699,2020,6
60,6714717.9,286346,0.103894417,-0.355458366,2020,6
60,0,0,0,0,2020,6
60,0,0,0,0,2020,6
58,26.21666667,6,8.09192e-05,,2020,6
58,239332.5833,6667,0.002418976,0.324657262,2020,6
58,21.03333333,8,0.000103207,,2020,6
56,55.23333333,14,0.000188812,,2020,6
56,134.95,21,0.000270919,,2020,6
56,4609445.517,189604,0.068793687,-0.413462847,2020,6
54,354558,10546,0.003826387,0.866548673,2020,6
54,0,0,0,0,2020,6
54,0,0,0,0,2020,6
53,0,0,0,0,2020,6
53,0,0,0,0,2020,6
53,272225,8995,0.00326364,0.339937435,2020,6
43,0,0,0,0,2020,6
43,0,0,0,0,2020,6
43,2119193,92142,0.03343172,0.191619787,2020,6
4,1269098.667,67022,0.903894913,33.22982635,2020,6
4,2813996.567,144658,0.052486008,-0.599296418,2020,6
4,1334319.8,73906,0.95345357,20.55950992,2020,6
29,0,0,0,0,2020,6
29,0,0,0,0,2020,6
29,369722,8821,0.003200508,0.101523477,2020,6
25,754602.0667,26161,0.00949195,-0.415357454,2020,6
25,69975.06667,2650,0.035739332,,2020,6
25,45368.76667,1699,0.021918621,-0.879997175,2020,6
3,0,0,0,0,2020,6
3,0,0,0,0,2020,6
3,36596751.48,1745460,0.633302191,-0.11802514,2020,6
1,0,0,0,0,2020,6
1,0,0,0,0,2020,6
1,4278196.733,181182,0.065737947,-0.298010833,2020,6
9999,910550.2333,43381,0.011036701,-0.130536738,2020,7
9999,0,0,0,0,2020,7
9999,0,0,0,0,2020,7
74,50901.6,2280,0.025415227,-0.699287787,2020,7
74,116178.3333,5550,0.056687605,-0.702524522,2020,7
74,232579.9667,7474,0.001901485,-0.612243839,2020,7
73,24031,1435,0.015995987,4.979166667,2020,7
73,431007,18820,0.004788057,-0.44907936,2020,7
73,28747,873,0.008916807,-0.062298604,2020,7
60,1325.9,68,0.000757998,,2020,7
60,14368415.42,588749,0.149785542,-0.060352973,2020,7
60,8298.216667,312,0.003186763,,2020,7
58,283252.4333,8456,0.002151318,0.547867472,2020,7
58,16279.1,479,0.004892498,,2020,7
58,5408.466667,194,0.002162524,,2020,7
56,5205587.633,243998,0.062076322,-0.387959254,2020,7
56,44917.3,2463,0.027455133,,2020,7
56,87774.11667,3717,0.037965375,,2020,7
54,0,0,0,0,2020,7
54,0,0,0,0,2020,7
54,373173,11153,0.002837471,0.10600952,2020,7
53,0,0,0,0,2020,7
53,302790,9486,0.002413364,0.071138211,2020,7
53,0,0,0,0,2020,7
43,0,0,0,0,2020,7
43,2296724,113305,0.028826292,0.153231552,2020,7
43,0,0,0,0,2020,7
4,1375448.433,77028,0.858633374,-0.093148105,2020,7
4,3401140.033,183140,0.046593241,-0.561425356,2020,7
4,1470280.233,80274,0.819917267,0.437262766,2020,7
29,0,0,0,0,2020,7
29,0,0,0,0,2020,7
29,492784,12295,0.003128011,-0.085329564,2020,7
25,165372.2333,6700,0.068433686,,2020,7
25,978361.55,35954,0.009147174,-0.357183723,2020,7
25,147454.8833,6242,0.069579757,-0.768831938,2020,7
3,44184902.22,2372137,0.603503067,-0.045066475,2020,7
3,0,0,0,0,2020,7
3,0,0,0,0,2020,7
1,6001529.45,282265,0.071811954,-0.205726345,2020,7
1,0,0,0,0,2020,7
1,0,0,0,0,2020,7
9999,0,0,0,0,2020,8
9999,747669.7167,37853,0.01120706,-0.12829311,2020,8
9999,0,0,0,0,2020,8
74,157635.15,5305,0.00157064,-0.633885438,2020,8
74,89759.4,4257,0.045579622,-0.704498126,2020,8
74,33755.1,1593,0.020224976,-0.736039768,2020,8
73,288048,13299,0.003937408,-0.567385576,2020,8
73,12480,342,0.003661788,-0.665362035,2020,8
73,3215,207,0.002628104,-0.481203008,2020,8
60,59993.15,2998,0.038063075,,2020,8
60,191735.2833,7422,0.079467221,,2020,8
60,11376741.05,521655,0.154445327,0.01048735,2020,8
58,6542.75,310,0.003935808,,2020,8
58,19604.9,722,0.007730441,,2020,8
58,179674.3,5706,0.001689364,0.326668217,2020,8
56,255643.3667,11483,0.122948275,,2020,8
56,4062974.95,195114,0.057767002,-0.389211322,2020,8
56,153300.4167,8478,0.107638007,,2020,8
54,276611,8250,0.002442561,0.148545176,2020,8
54,0,0,0,0,2020,8
54,0,0,0,0,2020,8
53,252598,8546,0.002530197,0.632473734,2020,8
53,0,0,0,0,2020,8
53,0,0,0,0,2020,8
43,0,0,0,0,2020,8
43,1602846,84512,0.025021295,-0.026471605,2020,8
43,0,0,0,0,2020,8
4,964266.9333,54822,0.696028643,,2020,8
4,1113748.567,61694,0.660556549,,2020,8
4,2619878.4,148848,0.044069122,-0.610600392,2020,8
29,0,0,0,0,2020,8
29,0,0,0,0,2020,8
29,415005,11423,0.003381984,0.038737838,2020,8
25,227418.4333,10356,0.131481387,-0.426609822,2020,8
25,648459.4833,24403,0.007224946,-0.443590679,2020,8
25,164702.1667,7477,0.080056105,,2020,8
3,0,0,0,0,2020,8
3,0,0,0,0,2020,8
3,37331477.33,2059330,0.609701614,-0.014824539,2020,8
1,5008118.05,253359,0.07501148,-0.156546809,2020,8
1,0,0,0,0,2020,8
1,0,0,0,0,2020,8
9999,894840.4,50026,0.011116886,-0.113470024,2020,9
9999,0,0,0,0,2020,9
9999,0,0,0,0,2020,9
73,1712,108,0.001100996,-0.855033557,2020,9
73,5417,175,0.001375829,-0.877793296,2020,9
73,287850,14197,0.003154888,-0.607166574,2020,9
60,201627.4833,11609,0.118346875,,2020,9
60,517903.25,24063,0.189180477,,2020,9
60,11033924.48,557680,0.123928861,0.003106378,2020,9
58,166555.35,5682,0.001262666,0.289897843,2020,9
58,19564.15,697,0.005479732,,2020,9
58,8510.183333,438,0.00446515,,2020,9
56,257691.75,14173,0.144485335,,2020,9
56,5031718.417,249266,0.055392432,-0.301748528,2020,9
56,391647.4333,18423,0.14483946,,2020,9
54,0,0,0,0,2020,9
54,0,0,0,0,2020,9
54,401174,11932,0.002651555,0.132498102,2020,9
53,0,0,0,0,2020,9
53,335821,12695,0.00282111,0.293823889,2020,9
53,0,0,0,0,2020,9
43,2032297,110604,0.024578661,-0.003109537,2020,9
43,0,0,0,0,2020,9
43,0,0,0,0,2020,9
4,3170309.867,190476,0.042327991,-0.629991375,2020,9
4,1015268.6,59482,0.606383738,,2020,9
4,1338543.267,75456,0.593226202,,2020,9
29,0,0,0,0,2020,9
29,386137,12233,0.002718444,-0.139732771,2020,9
29,0,0,0,0,2020,9
25,155144.5667,8102,0.063696972,,2020,9
25,228680.0333,12162,0.123984382,-0.229424064,2020,9
25,495963.9667,20802,0.004622666,-0.482266856,2020,9
3,0,0,0,0,2020,9
3,51235936.8,2906524,0.645894079,0.039622284,2020,9
3,0,0,0,0,2020,9
1,6764120.917,357551,0.07945576,-0.138053315,2020,9
1,0,0,0,0,2020,9
1,0,0,0,0,2020,9
9999,395959.9,26202,0.00879618,-0.29573982,2020,10
9999,0,0,0,0,2020,10
9999,0,0,0,0,2020,10
73,794,34,0.000300717,-0.951079137,2020,10
73,533,4,0.000564729,-0.85106383,2020,10
73,250068,12459,0.004182567,-0.549240232,2020,10
60,217868.1167,14939,0.200868606,,2020,10
60,4992067.483,293846,0.098645995,-0.061122898,2020,10
60,486577.5,27751,0.245447229,,2020,10
58,2802.066667,174,0.00233959,,2020,10
58,8664.716667,386,0.003414026,,2020,10
58,62263.93333,2441,0.000819459,0.059921841,2020,10
56,172433.4167,9315,0.12524875,,2020,10
56,263697.6333,13110,0.115953053,,2020,10
56,3217047.083,172037,0.057753929,-0.411479162,2020,10
54,255374,8021,0.002692701,0.275401495,2020,10
54,0,0,0,0,2020,10
54,0,0,0,0,2020,10
53,267961,10194,0.003422191,0.397587058,2020,10
53,0,0,0,0,2020,10
53,0,0,0,0,2020,10
43,0,0,0,0,2020,10
43,0,0,0,0,2020,10
43,1205235,70898,0.023800915,0.028177797,2020,10
4,774083.7333,45390,0.610310332,1417.4375,2020,10
4,1191508.867,68684,0.607484323,,2020,10
4,2868372.2,178578,0.059949785,-0.577815814,2020,10
29,0,0,0,0,2020,10
29,189312,7023,0.002357666,-0.082800052,2020,10
29,0,0,0,0,2020,10
25,72304.4,4512,0.060667993,-0.400398671,2020,10
25,181705.6,8700,0.002920646,-0.515805877,2020,10
25,51261.21667,3098,0.027400653,,2020,10
3,0,0,0,0,2020,10
3,0,0,0,0,2020,10
3,31998670.55,1974216,0.662757029,0.061933422,2020,10
1,0,0,0,0,2020,10
1,0,0,0,0,2020,10
1,3722167.317,214178,0.071900934,-0.205155515,2020,10
9999,315915.35,20122,0.008309743,-0.287968861,2020,11
9999,0,0,0,0,2020,11
9999,0,0,0,0,2020,11
73,283266,12575,0.005193073,-0.453308408,2020,11
73,1093,39,0.000441806,-0.903940887,2020,11
73,358,4,0.000703223,-0.672,2020,11
60,180045.6,12988,0.222767268,,2020,11
60,372968.9833,21302,0.241316809,,2020,11
60,3563798.433,209276,0.086424296,0.277280356,2020,11
58,45205.46667,1758,0.000725998,0.725220805,2020,11
58,1698.65,101,0.001732329,,2020,11
58,4102.433333,233,0.002639509,,2020,11
56,2665242.6,141624,0.058486183,-0.300832836,2020,11
56,230214.2833,11440,0.129596484,,2020,11
56,154786.0833,8375,0.143646125,,2020,11
54,214836,6252,0.002581876,0.869058296,2020,11
54,0,0,0,0,2020,11
54,0,0,0,0,2020,11
53,273434,10037,0.00414496,0.967267738,2020,11
53,0,0,0,0,2020,11
53,0,0,0,0,2020,11
43,0,0,0,0,2020,11
43,0,0,0,0,2020,11
43,924501,54516,0.022513365,0.090669014,2020,11
4,2350813.967,151680,0.06263899,-0.555370554,2020,11
4,899518.7667,55260,0.626005392,110.4112903,2020,11
4,584892.8,36798,0.631151056,22.98826597,2020,11
29,124712,4579,0.001890981,0.069110437,2020,11
29,0,0,0,0,2020,11
29,0,0,0,0,2020,11
25,0,0,0,0,2020,11
25,0,0,0,0,2020,11
25,0,0,0,0,2020,11
3,25924508.42,1654737,0.683353466,0.228074459,2020,11
3,0,0,0,0,2020,11
3,0,0,0,0,2020,11
1,2600430.25,154339,0.063737072,-0.098329146,2020,11
1,0,0,0,0,2020,11
1,0,0,0,0,2020,11
9999,0,0,0,0,2020,12
9999,155905.0667,11939,0.007579302,-0.394020912,2020,12
9999,0,0,0,0,2020,12
73,874,35,0.000535832,-0.928425358,2020,12
73,137,11,0.000240827,-0.924657534,2020,12
73,232082,10006,0.006352165,-0.555545685,2020,12
60,1616769.967,116006,0.073644737,-0.2483932,2020,12
60,86946.68333,7091,0.155245643,,2020,12
60,156524.4667,10433,0.159723817,,2020,12
58,14214.83333,717,0.000455177,-0.221498371,2020,12
58,1641.283333,103,0.001576877,,2020,12
58,417.8833333,30,0.0006568,,2020,12
56,1426962.067,88673,0.056292776,-0.449499308,2020,12
56,156769.65,8322,0.127405502,,2020,12
56,102059.0667,6412,0.140380068,,2020,12
54,76986,2519,0.001599151,-0.206114088,2020,12
54,0,0,0,0,2020,12
54,0,0,0,0,2020,12
53,0,0,0,0,2020,12
53,217278,7865,0.004992982,0.665255134,2020,12
53,0,0,0,0,2020,12
43,516228,31476,0.019982085,-0.085531668,2020,12
43,0,0,0,0,2020,12
43,0,0,0,0,2020,12
4,769835.1,46426,0.710757972,2.539646234,2020,12
4,509630.3333,32132,0.703476662,-0.099994398,2020,12
4,2022695.3,128744,0.081731273,-0.48571109,2020,12
29,0,0,0,0,2020,12
29,37406,1510,0.000958602,-0.44239291,2020,12
29,0,0,0,0,2020,12
25,0,0,0,0,2020,12
25,0,0,0,0,2020,12
25,0,0,0,0,2020,12
3,15293518.7,1099767,0.698171229,0.153362607,2020,12
3,0,0,0,0,2020,12
3,0,0,0,0,2020,12
1,0,0,0,0,2020,12
1,1161608.583,75989,0.048240521,-0.173043857,2020,12
1,0,0,0,0,2020,12
9999,0,0,0,0,2021,1
9999,0,0,0,0,2021,1
9999,143385.8333,11960,0.00754707,-0.550291408,2021,1
73,76,9,0.0002087,-0.963562753,2021,1
73,747,36,0.00059946,-0.954198473,2021,1
73,349229,14817,0.009349911,-0.500320372,2021,1
60,66046.9,5461,0.126634821,,2021,1
60,1119022.933,85756,0.054114257,-0.409597246,2021,1
60,112870.3667,7710,0.128384454,,2021,1
58,910.2333333,69,0.001148966,,2021,1
58,202.5333333,17,0.000394212,,2021,1
58,9777.8,580,0.000365995,-0.194444444,2021,1
56,100877.15,6265,0.145278731,,2021,1
56,158346.1,8177,0.136160789,,2021,1
56,1432849.567,87836,0.055426791,-0.564827935,2021,1
54,0,0,0,0,2021,1
54,0,0,0,0,2021,1
54,102216,3169,0.001999721,0.050033135,2021,1
53,268992,9946,0.006276184,1.048609681,2021,1
53,0,0,0,0,2021,1
53,0,0,0,0,2021,1
43,0,0,0,0,2021,1
43,525591,33390,0.021069955,-0.207057874,2021,1
43,0,0,0,0,2021,1
4,2118627.933,128418,0.081035084,-0.492956078,2021,1
4,780480.0667,44062,0.733706331,-0.513997044,2021,1
