sysid,sum_min,num_trip,lat,lng,sysname,year,assigned_month,pct_ttl_num_trips,yroverchange
9999,0,0,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2019,1,0,0
9999,130286.75,20093,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2019,1,0.011120871,
9999,0,0,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2019,1,0,0
74,105164.8333,6045,45.5230622,-122.6764816,"BikeTown (Portland, OR)",2019,1,0.003345726,
74,106540.7833,7361,45.5230622,-122.6764816,"BikeTown (Portland, OR)",2019,1,1,
74,54195.5,3505,45.5230622,-122.6764816,"BikeTown (Portland, OR)",2019,1,1,
73,376082,21497,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2019,1,0.011897942,
73,0,0,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2019,1,0,0
73,0,0,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2019,1,0,0
60,1201452.567,105217,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2019,1,0.058234442,
60,0,0,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2019,1,0,0
60,0,0,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2019,1,0,0
58,0,0,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2019,1,0,0
58,0,0,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2019,1,0,0
58,10075.56667,854,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2019,1,0.000472663,
56,0,0,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2019,1,0,0
56,1809625.533,151125,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2019,1,0.083643138,
56,0,0,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2019,1,0,0
54,45231.66,1560,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2019,1,0.000863413,
54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2019,1,0,0
54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2019,1,0,0
53,0,0,30.27033279,-97.74929168,"MetroBike Austin (Austin, TX)",2019,1,0,0
53,0,0,30.27033279,-97.74929168,"MetroBike Austin (Austin, TX)",2019,1,0,0
53,169364,9647,30.27033279,-97.74929168,"MetroBike Austin (Austin, TX)",2019,1,0.005339324,
43,0,0,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2019,1,0,0
43,410739,30490,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2019,1,0.016875297,
43,0,0,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2019,1,0,0
4,0,0,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2019,1,0,0
4,4419965.233,395916,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2019,1,0.219127588,
4,0,0,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2019,1,0,0
29,0,0,40.44545775,-79.98496597,"Healthy Ride, now POGOH (Pittsburgh, PA)",2019,1,0,0
29,0,0,40.44545775,-79.98496597,"Healthy Ride, now POGOH (Pittsburgh, PA)",2019,1,0,0
29,23071,1653,40.44545775,-79.98496597,"Healthy Ride, now POGOH (Pittsburgh, PA)",2019,1,0.000914886,
25,0,0,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2019,1,0,0
25,0,0,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2019,1,0,0
25,0,0,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2019,1,0,0
3,0,0,40.909849,-72.673371,"CitiBike (New York, NY)",2019,1,0,0
3,0,0,40.909849,-72.673371,"CitiBike (New York, NY)",2019,1,0,0
3,10985386.5,990657,40.909849,-72.673371,"CitiBike (New York, NY)",2019,1,0.548298827,
1,864330.1,72029,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2019,1,0.039865883,
1,0,0,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2019,1,0,0
1,0,0,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2019,1,0,0
9999,0,0,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2020,1,0,0
9999,0,0,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2020,1,0,0
9999,201349.9333,26595,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2020,1,0.012539387,0.323595282
74,34457.2,2315,45.5230622,-122.6764816,"BikeTown (Portland, OR)",2020,1,0.008469677,-0.339514979
74,74621.96667,5622,45.5230622,-122.6764816,"BikeTown (Portland, OR)",2020,1,0.057916967,-0.236245075
74,74832.21667,4529,45.5230622,-122.6764816,"BikeTown (Portland, OR)",2020,1,0.002135397,-0.250785773
73,23487,786,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2020,1,0.008097249,
73,410284,29653,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2020,1,0.013981217,0.379401777
73,3213,247,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2020,1,0.000903676,
60,0,0,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2020,1,0,0
60,0,0,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2020,1,0,0
60,1610957.083,145250,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2020,1,0.068484528,0.380480341
58,0,0,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2020,1,0,0
58,8784.566667,720,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2020,1,0.000339476,-0.156908665
58,0,0,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2020,1,0,0
56,0,0,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2020,1,0,0
56,2510480.033,201842,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2020,1,0.095167326,0.335596361
56,0,0,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2020,1,0,0
54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2020,1,0,0
54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2020,1,0,0
54,77250,3018,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2020,1,0.001422969,0.934615385
53,0,0,30.27033279,-97.74929168,"MetroBike Austin (Austin, TX)",2020,1,0,0
53,0,0,30.27033279,-97.74929168,"MetroBike Austin (Austin, TX)",2020,1,0,0
53,116278,4855,30.27033279,-97.74929168,"MetroBike Austin (Austin, TX)",2020,1,0.002289104,-0.496734736
43,0,0,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2020,1,0,0
43,611516,42109,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2020,1,0.019854148,0.381075763
43,0,0,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2020,1,0,0
4,3467798,270766,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2020,1,0.990626646,
4,1105765.733,90662,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2020,1,0.933985783,
4,3027730.133,253268,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2020,1,0.119414385,-0.360298649
29,0,0,40.44545775,-79.98496597,"Healthy Ride, now POGOH (Pittsburgh, PA)",2020,1,0,0
29,49031,3199,40.44545775,-79.98496597,"Healthy Ride, now POGOH (Pittsburgh, PA)",2020,1,0.00150831,0.935269208
29,0,0,40.44545775,-79.98496597,"Healthy Ride, now POGOH (Pittsburgh, PA)",2020,1,0,0
25,0,0,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2020,1,0,0
25,0,0,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2020,1,0,0
25,0,0,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2020,1,0,0
3,0,0,40.909849,-72.673371,"CitiBike (New York, NY)",2020,1,0,0
3,0,0,40.909849,-72.673371,"CitiBike (New York, NY)",2020,1,0,0
3,14919860.37,1274230,40.909849,-72.673371,"CitiBike (New York, NY)",2020,1,0.600792016,0.28624741
1,1705155.9,131649,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2020,1,0.062071736,0.827722167
1,0,0,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2020,1,0,0
1,0,0,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2020,1,0,0
9999,0,0,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2021,1,0,0
9999,0,0,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2021,1,0,0
9999,143385.8333,11960,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2021,1,0.00754707,-0.550291408
73,76,9,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2021,1,0.0002087,-0.963562753
73,747,36,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2021,1,0.00059946,-0.954198473
73,349229,14817,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2021,1,0.009349911,-0.500320372
60,66046.9,5461,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2021,1,0.126634821,
60,1119022.933,85756,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2021,1,0.054114257,-0.409597246
60,112870.3667,7710,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2021,1,0.128384454,
58,910.2333333,69,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2021,1,0.001148966,
58,202.5333333,17,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2021,1,0.000394212,
58,9777.8,580,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2021,1,0.000365995,-0.194444444
56,100877.15,6265,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2021,1,0.145278731,
56,158346.1,8177,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2021,1,0.136160789,
56,1432849.567,87836,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2021,1,0.055426791,-0.564827935
54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2021,1,0,0
54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2021,1,0,0
54,102216,3169,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2021,1,0.001999721,0.050033135
53,268992,9946,30.27033279,-97.74929168,"MetroBike Austin (Austin, TX)",2021,1,0.006276184,1.048609681
53,0,0,30.27033279,-97.74929168,"MetroBike Austin (Austin, TX)",2021,1,0,0
53,0,0,30.27033279,-97.74929168,"MetroBike Austin (Austin, TX)",2021,1,0,0
43,0,0,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2021,1,0,0
43,525591,33390,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2021,1,0.021069955,-0.207057874
43,0,0,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2021,1,0,0
4,2118627.933,128418,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2021,1,0.081035084,-0.492956078
4,780480.0667,44062,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2021,1,0.733706331,-0.513997044
4,524125.8667,31372,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2021,1,0.727483536,-0.884136118
29,44539,2163,40.44545775,-79.98496597,"Healthy Ride, now POGOH (Pittsburgh, PA)",2021,1,0.001364909,-0.323851204
29,0,0,40.44545775,-79.98496597,"Healthy Ride, now POGOH (Pittsburgh, PA)",2021,1,0,0
29,0,0,40.44545775,-79.98496597,"Healthy Ride, now POGOH (Pittsburgh, PA)",2021,1,0,0
25,0,0,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2021,1,0,0
25,0,0,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2021,1,0,0
25,0,0,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2021,1,0,0
3,14957086.82,1132901,40.909849,-72.673371,"CitiBike (New York, NY)",2021,1,0.714889877,-0.110913257
3,0,0,40.909849,-72.673371,"CitiBike (New York, NY)",2021,1,0,0
3,0,0,40.909849,-72.673371,"CitiBike (New York, NY)",2021,1,0,0
1,1093969.267,73785,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2021,1,0.046560246,-0.439532393
1,0,0,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2021,1,0,0
1,0,0,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2021,1,0,0
9999,269070.8333,28626,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2022,1,0.016840914,1.393478261
9999,0,0,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2022,1,0,0
9999,0,0,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2022,1,0,0
73,433193,19765,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2022,1,0.011627914,0.333940744
73,0,0,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2022,1,0,0
73,0,0,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2022,1,0,0
60,131001.4,11293,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2022,1,0.276891014,1.067936275
60,182441.1,14384,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2022,1,0.185657494,0.865629053
60,969846.4667,86357,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2022,1,0.050804541,0.007008256
58,10658.35,651,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2022,1,0.000382989,0.122413793
58,784.6333333,66,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2022,1,0.001618242,2.882352941
58,1871.55,151,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2022,1,0.001948991,1.188405797
56,1407956.867,104908,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2022,1,0.061718249,0.194362221
56,91549.41667,6647,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2022,1,0.08579431,-0.187110187
56,38364.86667,3186,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2022,1,0.078116955,-0.491460495
54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2022,1,0,0
54,66469,2301,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2022,1,0.001353697,-0.27390344
54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2022,1,0,0
53,0,0,30.27033279,-97.74929168,"MetroBike Austin (Austin, TX)",2022,1,0,0
53,0,0,30.27033279,-97.74929168,"MetroBike Austin (Austin, TX)",2022,1,0,0
53,310130,14805,30.27033279,-97.74929168,"MetroBike Austin (Austin, TX)",2022,1,0.008709905,0.488538106
43,463651,36356,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2022,1,0.021388537,0.088828991
43,0,0,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2022,1,0,0
43,0,0,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2022,1,0,0
4,842906.6,56294,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2022,1,0.726599205,0.277608824
4,402492.3,26240,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2022,1,0.643373789,-0.163585363
4,2873482.133,206238,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2022,1,0.12133153,0.605989815
29,0,0,40.44545775,-79.98496597,"Healthy Ride, now POGOH (Pittsburgh, PA)",2022,1,0,0
29,0,0,40.44545775,-79.98496597,"Healthy Ride, now POGOH (Pittsburgh, PA)",2022,1,0,0
29,0,0,40.44545775,-79.98496597,"Healthy Ride, now POGOH (Pittsburgh, PA)",2022,1,0,0
25,0,0,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2022,1,0,0
25,0,0,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2022,1,0,0
25,0,0,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2022,1,0,0
3,0,0,40.909849,-72.673371,"CitiBike (New York, NY)",2022,1,0,0
3,0,0,40.909849,-72.673371,"CitiBike (New York, NY)",2022,1,0,0
3,13124103.08,1112577,40.909849,-72.673371,"CitiBike (New York, NY)",2022,1,0.654538299,-0.017939785
1,1127505.983,87205,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2022,1,0.051303426,0.181879786
1,0,0,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2022,1,0,0
1,0,0,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2022,1,0,0
9999,0,0,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2023,1,0,0
9999,0,0,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2023,1,0,0
9999,457159.5667,54299,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2023,1,0.020527557,0.896842032
73,0,0,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2023,1,0,0
73,488397,24905,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2023,1,0.009415253,0.260055654
73,0,0,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2023,1,0,0
60,300880.15,30500,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2023,1,0.349209984,1.120411568
60,113321.0667,11823,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2023,1,0.385289709,0.046931728
60,1601092.417,152653,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2023,1,0.05770996,0.767696886
58,1194.05,101,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2023,1,0.003291403,0.53030303
58,3451.283333,243,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2023,1,0.00278223,0.609271523
58,20521.8,1202,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2023,1,0.000454412,0.846390169
56,71431.36667,5136,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2023,1,0.167372743,0.612052731
56,101081.3667,7085,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2023,1,0.081119762,0.065894388
56,2826583.2,190560,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2023,1,0.072040575,0.816448698
54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2023,1,0,0
54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2023,1,0,0
54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2023,1,0,0
53,0,0,30.27033279,-97.74929168,"MetroBike Austin (Austin, TX)",2023,1,0,0
53,448768,24755,30.27033279,-97.74929168,"MetroBike Austin (Austin, TX)",2023,1,0.009358546,0.672070247
53,0,0,30.27033279,-97.74929168,"MetroBike Austin (Austin, TX)",2023,1,0,0
43,655312,52262,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2023,1,0.019757475,0.437506876
43,0,0,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2023,1,0,0
43,0,0,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2023,1,0,0
4,180601,13626,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2023,1,0.444046145,-0.480716463
4,643982.1667,49512,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2023,1,0.566888024,-0.120474651
4,2694349.933,217154,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2023,1,0.082094348,0.05292914
29,0,0,40.44545775,-79.98496597,"Healthy Ride, now POGOH (Pittsburgh, PA)",2023,1,0,0
29,44590.78333,3566,40.44545775,-79.98496597,"Healthy Ride, now POGOH (Pittsburgh, PA)",2023,1,0.001348114,
29,0,0,40.44545775,-79.98496597,"Healthy Ride, now POGOH (Pittsburgh, PA)",2023,1,0,0
3,0,0,40.909849,-72.673371,"CitiBike (New York, NY)",2023,1,0,0
3,0,0,40.909849,-72.673371,"CitiBike (New York, NY)",2023,1,0,0
3,20646209.88,1790514,40.909849,-72.673371,"CitiBike (New York, NY)",2023,1,0.67689787,0.609339399
1,0,0,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2023,1,0,0
1,0,0,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2023,1,0,0
1,1817419.183,133306,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2023,1,0.05039589,0.52865088
9999,0,0,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2019,2,0,0
9999,0,0,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2019,2,0,0
9999,127831.15,18552,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2019,2,0.010674246,
74,39261.8,2590,45.5230622,-122.6764816,"BikeTown (Portland, OR)",2019,2,0.984790875,
74,75889,5524,45.5230622,-122.6764816,"BikeTown (Portland, OR)",2019,2,0.996212804,
74,66592.36667,4141,45.5230622,-122.6764816,"BikeTown (Portland, OR)",2019,2,0.002382603,
73,573,21,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2019,2,0.003787196,
73,294160,17782,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2019,2,0.010231212,
73,247,40,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2019,2,0.015209125,
60,1063214.85,99607,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2019,2,0.057310783,
60,0,0,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2019,2,0,0
60,0,0,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2019,2,0,0
58,0,0,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2019,2,0,0
58,0,0,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2019,2,0,0
58,11088.63333,919,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2019,2,0.000528764,
56,2058437.867,160506,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2019,2,0.092350181,
56,0,0,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2019,2,0,0
56,0,0,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2019,2,0,0
54,41012.22,1567,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2019,2,0.000901603,
54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2019,2,0,0
54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2019,2,0,0
53,0,0,30.27033279,-97.74929168,"MetroBike Austin (Austin, TX)",2019,2,0,0
53,0,0,30.27033279,-97.74929168,"MetroBike Austin (Austin, TX)",2019,2,0,0
53,172521,10206,30.27033279,-97.74929168,"MetroBike Austin (Austin, TX)",2019,2,0.005872216,
43,0,0,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2019,2,0,0
43,0,0,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2019,2,0,0
43,398830,28602,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2019,2,0.016456705,
4,4003916.267,370554,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2019,2,0.213205295,
4,0,0,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2019,2,0,0
4,0,0,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2019,2,0,0
29,0,0,40.44545775,-79.98496597,"Healthy Ride, now POGOH (Pittsburgh, PA)",2019,2,0,0
29,29920,1916,40.44545775,-79.98496597,"Healthy Ride, now POGOH (Pittsburgh, PA)",2019,2,0.001102407,
29,0,0,40.44545775,-79.98496597,"Healthy Ride, now POGOH (Pittsburgh, PA)",2019,2,0,0
25,0,0,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2019,2,0,0
25,0,0,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2019,2,0,0
25,0,0,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2019,2,0,0
3,0,0,40.909849,-72.673371,"CitiBike (New York, NY)",2019,2,0,0
3,0,0,40.909849,-72.673371,"CitiBike (New York, NY)",2019,2,0,0
3,10957410.58,943384,40.909849,-72.673371,"CitiBike (New York, NY)",2019,2,0.542793934,
1,0,0,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2019,2,0,0
1,0,0,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2019,2,0,0
1,992612.2167,80279,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2019,2,0.04619005,
9999,0,0,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2020,2,0,0
9999,169922.0333,22283,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2020,2,0.011727364,0.201110392
9999,0,0,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2020,2,0,0
74,92676.58333,6503,45.5230622,-122.6764816,"BikeTown (Portland, OR)",2020,2,0.049281579,0.177226647
74,38034.33333,2559,45.5230622,-122.6764816,"BikeTown (Portland, OR)",2020,2,0.005681629,-0.011969112
74,92230.56667,5212,45.5230622,-122.6764816,"BikeTown (Portland, OR)",2020,2,0.002743034,0.25863318
73,19843,693,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2020,2,0.005251751,3
73,391461,28365,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2020,2,0.014928272,0.595152401
73,3943,264,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2020,2,0.000586147,5.6
60,1612268.55,133819,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2020,2,0.070427865,0.343469836
60,0,0,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2020,2,0,0
60,0,0,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2020,2,0,0
58,11886.65,774,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2020,2,0.00040735,-0.157780196
58,0,0,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2020,2,0,0
58,0,0,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2020,2,0,0
56,0,0,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2020,2,0,0
56,2137639.267,171436,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2020,2,0.09022539,0.068097143
56,0,0,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2020,2,0,0
54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2020,2,0,0
54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2020,2,0,0
54,67210,2537,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2020,2,0.001335203,0.61901723
53,0,0,30.27033279,-97.74929168,"MetroBike Austin (Austin, TX)",2020,2,0,0
53,125020,5533,30.27033279,-97.74929168,"MetroBike Austin (Austin, TX)",2020,2,0.002911973,-0.457867921
53,0,0,30.27033279,-97.74929168,"MetroBike Austin (Austin, TX)",2020,2,0,0
43,550651,37923,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2020,2,0.01995857,0.325886302
43,0,0,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2020,2,0,0
43,0,0,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2020,2,0,0
4,2995527.933,250388,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2020,2,0.131777193,-0.324287418
4,5739956.167,447576,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2020,2,0.993732224,
4,1514064.067,124760,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2020,2,0.945466671,
29,46900,2968,40.44545775,-79.98496597,"Healthy Ride, now POGOH (Pittsburgh, PA)",2020,2,0.001562035,0.549060543
29,0,0,40.44545775,-79.98496597,"Healthy Ride, now POGOH (Pittsburgh, PA)",2020,2,0,0
29,0,0,40.44545775,-79.98496597,"Healthy Ride, now POGOH (Pittsburgh, PA)",2020,2,0,0
